FLTID,DEPSTN,ARRSTN,typical_hour,n_flights
TU 8304 ,DJE,TUN,5,1
TU 8304 ,TUN,DUS,7,1
TU 8331 ,TUN,NIM,16,1
TU 8332 ,NIM,TUN,19,1
TU 8400 ,TUN,BJA,10,1
TU 2593 ,LYS,DJE,21,1
TU 2593 ,TLS,TUN,4,1
TU 2600 ,DJE,MRS,19,1
TU 2600 ,TUN,LYS,19,1
TU 2601 ,CDG,DJE,22,1
TU 2601 ,CDG,TUN,21,1
TU 2601 ,LYS,TUN,22,1
TU 2601 ,MRS,MIR,0,1
TU 2572 ,DJE,CDG,14,1
TU 2573 ,CDG,DJE,9,1
TU 2574 ,TUN,CDG,6,1
TU 2575 ,CDG,TUN,20,1
TU 2576 ,DJE,CDG,14,1
TU 8613 ,MIR,DJE,21,1
TU 8640 ,DJE,MIR,4,1
TU 8640 ,DJE,TUN,4,1
TU 2560 ,TUN,CDG,19,1
TU 2561 ,CDG,DJE,22,1
TU 2566 ,DJE,CDG,1,1
TU 2567 ,CDG,TUN,4,1
TU 2568 ,TUN,CDG,17,1
TU 2569 ,CDG,DJE,20,1
TU 2570 ,MIR,CDG,20,1
TU 2571 ,CDG,MIR,0,1
TU 2550 ,DJE,ORY,13,1
TU 2551 ,ORY,DJE,17,1
TU 2554 ,TUN,CDG,6,1
TU 2555 ,CDG,TUN,19,1
TU 2556 ,DJE,CDG,14,1
TU 2557 ,CDG,DJE,9,1
TU 2558 ,TUN,CDG,6,1
TU 2559 ,CDG,TUN,20,1
TU 8601 ,TUN,DJE,10,1
TU 8613 ,LYS,MIR,8,1
TU 8613 ,LYS,NTE,9,1
TU 2537 ,TUN,DJE,13,1
TU 2542 ,DJE,LYS,20,1
TU 2542 ,TUN,LYS,20,1
TU 2544 ,TUN,NCE,19,1
TU 2545 ,NCE,DJE,22,1
TU 2522 ,TUN,NCE,18,1
TU 2523 ,CDG,DJE,11,1
TU 2523 ,LYS,TUN,2,1
TU 2523 ,NCE,DJE,0,1
TU 2524 ,TUN,LYS,19,1
TU 2525 ,LYS,TUN,23,1
TU 2528 ,TUN,CDG,18,1
TU 2529 ,CDG,MIR,21,1
TU 2520 ,DJE,CDG,20,1
TU 2520 ,TUN,NCE,18,1
TU 2520 ,TUN,ORY,13,1
TU 2521 ,CDG,NBE,0,1
TU 2521 ,NCE,DJE,20,1
TU 2521 ,ORY,TUN,16,1
TU 2522 ,MIR,CDG,8,1
TU 2522 ,MIR,LYS,23,1
TU 8711 ,CDG,LYS,15,1
TU 8712 ,MIR,CDG,6,1
TU 2517 ,CDG,DJE,20,1
TU 2517 ,LYS,MIR,23,1
TU 2518 ,MIR,MRS,20,1
TU 2518 ,TUN,LYS,20,1
TU 2519 ,LYS,TUN,23,1
TU 2519 ,MRS,MIR,23,1
TU 8640 ,TUN,NTE,6,1
TU 8641 ,DJE,MIR,11,1
TU 8641 ,LYS,TUN,6,1
TU 8660 ,DJE,CDG,4,1
TU 8660 ,DJE,LIL,4,1
TU 8661 ,CDG,DJE,7,1
TU 8661 ,LIL,DJE,8,1
TU 8710 ,DJE,CDG,11,1
TU 9001 ,MRS,TUN,12,1
TU 9001 ,TOE,DJE,5,1
TU 9001 ,TOE,MIR,21,1
TU 9001 ,TUN,GAE,15,1
TU 9001 ,ZRH,DJE,20,1
TU 9002 ,DJE,NBE,3,1
TU 9002 ,DJE,SFA,5,1
TU 9002 ,LYS,DJE,20,1
TU 9000 ,TUN,TBJ,6,1
TU 9000 ,TUN,TOE,8,1
TU 9001 ,CDG,ORY,5,1
TU 9001 ,DJE,TOE,9,1
TU 9001 ,LYS,DJE,23,1
TU 9001 ,MIR,SFA,3,1
TU 9001 ,MIR,TOE,18,1
TU 9001 ,MIR,TRN,3,1
TU 9000 ,MIR,TOE,8,1
TU 9000 ,NBE,MIR,23,1
TU 9000 ,ORY,TUN,10,1
TU 9000 ,TOE,MIR,16,1
TU 9000 ,TOE,TUN,12,1
TU 9000 ,TUN,MRS,4,1
TU 9000 ,TUN,ORY,4,1
TU 9000 ,TUN,SFA,5,1
TU 2531 ,CDG,DJE,18,1
TU 2531 ,CDG,TUN,19,1
TU 2535 ,CDG,DJE,18,1
TU 2535 ,CDG,TUN,18,1
TU 2537 ,CDG,DJE,9,1
TU 8952 ,MIR,BLQ,17,1
TU 8952 ,TUN,BLQ,1,1
TU 8957 ,LJU,TUN,22,1
TU 2216 ,TUN,IST,21,1
TU 2340 ,TUN,ALG,8,1
TU 2341 ,ALG,TUN,10,1
TU 2374 ,MIR,ALG,12,1
TU 2440 ,MIR,ORY,14,1
TU 2500 ,DJE,MRS,21,1
TU 2500 ,DJE,ORY,6,1
TU 2500 ,LYS,NTE,16,1
TU 2513 ,CDG,DJE,20,1
TU 2513 ,CDG,TUN,19,1
TU 2513 ,LYS,DJE,21,1
TU 2513 ,MRS,DJE,23,1
TU 2514 ,DJE,CDG,22,1
TU 2514 ,MIR,CDG,0,1
TU 2516 ,MIR,CDG,17,1
TU 2516 ,TUN,LYS,19,1
TU 2510 ,MIR,CDG,18,1
TU 2510 ,TUN,ORY,15,1
TU 2511 ,CDG,MIR,21,1
TU 2511 ,ORY,TUN,18,1
TU 2512 ,DJE,CDG,13,1
TU 2512 ,TUN,CDG,16,1
TU 2512 ,TUN,LYS,18,1
TU 2512 ,TUN,MRS,21,1
TU 9002 ,NBE,DJE,14,1
TU 2503 ,CDG,MIR,1,1
TU 2503 ,CDG,TUN,20,1
TU 2504 ,DJE,CDG,20,1
TU 2505 ,CDG,MIR,0,1
TU 2506 ,DJE,CDG,20,1
TU 2507 ,CDG,MIR,1,1
TU 2509 ,CDG,TUN,15,1
TU 2004 ,SFA,VRN,12,1
TU 2008 ,DJE,MIR,11,1
TU 2008 ,MIR,VRN,12,1
TU 2009 ,DJE,MIR,17,1
TU 2018 ,CAG,PMO,14,1
TU 2018 ,TUN,CAG,13,1
TU 2018 ,TUN,PMO,6,1
TU 2019 ,CAG,TUN,10,1
TU 9004 ,CAI,TUN,20,1
TU 0999 ,NCE,MRS,17,1
TU 1713 ,TUN,JED,18,1
TU 1714 ,JED,TUN,0,1
TU 1724 ,TUN,ORY,18,1
TU 1727 ,TUN,MIR,18,1
TU 1758 ,CAG,PMO,1,1
TU 1758 ,TUN,CAG,20,1
TU 9002 ,SFA,MIR,4,1
TU 9002 ,TRN,MIR,17,1
TU 9002 ,TUN,GAF,10,1
TU 9003 ,DUS,DJE,19,1
TU 9003 ,NBE,MIR,20,1
TU 9003 ,SFA,DJE,12,1
TU 9003 ,TBJ,TUN,2,1
TU 9003 ,TOE,DJE,16,1
TU 2500 ,TUN,CDG,20,1
TU 2500 ,TUN,LYS,18,1
TU 2501 ,MRS,DJE,0,1
TU 2501 ,NTE,DJE,18,1
TU 2501 ,ORY,DJE,9,1
TU 2501 ,ORY,TUN,13,1
TU 9002 ,NBE,MIR,19,1
TU 9002 ,SFA,DJE,15,1
TU 0996 ,NCE,MRS,10,1
TU 0996 ,TUN,DJE,7,1
TU 0996 ,TUN,MIR,7,1
TU 0997 ,NCE,MRS,10,1
TU 0998 ,DJE,NCE,16,1
TU 0998 ,TUN,DJE,14,1
TU 0999 ,DJE,TUN,20,1
TU 0999 ,MRS,TUN,18,1
TU 0964 ,TOE,MIR,6,1
TU 0964 ,TUN,CDG,7,1
TU 0965 ,CDG,MIR,8,1
TU 0965 ,LYS,CDG,11,1
TU 0965 ,MIR,SFA,11,1
TU 0965 ,MIR,TOE,14,1
TU 0996 ,DJE,NCE,9,1
TU 0996 ,MIR,NCE,9,1
TU 9004 ,SFA,MIR,21,1
TU 9004 ,TOE,TUN,22,1
TU 9005 ,DJE,NBE,3,1
TU 9005 ,MIR,NBE,11,1
TU 9005 ,MIR,SFA,3,1
TU 9005 ,NBE,DJE,14,1
TU 9005 ,TOE,DJE,16,1
TU 0964 ,SFA,TUN,6,1
TU 2019 ,PMO,CAG,8,1
TU 2019 ,PMO,TUN,16,1
TU 2074 ,TUN,ALG,13,1
TU 2075 ,ALG,TUN,16,1
TU 2171 ,IST,TUN,19,1
TU 2177 ,IST,TUN,19,1
TU 9004 ,GAE,TUN,15,1
TU 9004 ,MIR,NBE,5,1
TU 0931 ,TLS,TUN,11,1
TU 0964 ,MIR,LYS,7,1
TU 0964 ,SFA,LYS,7,1
TU 0853 ,FCO,NAP,18,1
TU 0853 ,NAP,TUN,20,1
TU 0857 ,DJE,TUN,19,1
TU 0857 ,MXP,DJE,16,1
TU 0857 ,MXP,NCE,20,1
TU 0903 ,DJE,TUN,16,1
TU 0903 ,MRS,DJE,13,1
TU 0914 ,MED,DJE,1,1
TU 0928 ,MIR,MRS,17,1
TU 0928 ,TUN,MIR,15,1
TU 0929 ,MIR,TUN,22,1
TU 0929 ,MRS,MIR,19,1
TU 0931 ,MRS,TLS,9,1
TU 9007 ,NBE,DJE,19,1
TU 9007 ,TUN,SFA,3,1
TU 9008 ,GAE,NBE,4,1
TU 9008 ,MIR,TUN,22,1
TU 0902 ,DJE,MRS,13,1
TU 0902 ,NCE,MRS,13,1
TU 0902 ,TUN,DJE,11,1
TU 0902 ,TUN,NCE,11,1
TU 0999 ,NCE,DJE,17,1
TU 9006 ,MIR,NBE,4,1
TU 9006 ,MIR,SFA,3,1
TU 9006 ,NBE,MIR,10,1
TU 9006 ,TUN,SFA,3,1
TU 9007 ,DJE,NBE,5,1
TU 9007 ,MIR,NBE,3,1
TU 9007 ,MIR,TUN,7,1
TU 0850 ,TUN,NCE,14,1
TU 0851 ,DJE,TUN,21,1
TU 0851 ,LYS,DJE,16,1
TU 0851 ,LYS,MIR,16,1
TU 0851 ,MIR,TUN,19,1
TU 0851 ,TUN,DJE,18,1
TU 9010 ,TUN,NBE,5,1
TU 9010 ,TUN,SFA,4,1
TU 9010 ,DJE,SFA,3,1
TU 9010 ,MIR,DJE,7,1
TU 9010 ,TOE,TUN,17,1
TU 0848 ,BEY,IST,11,1
TU 0848 ,IST,TUN,14,1
TU 0850 ,DJE,LYS,15,1
TU 0850 ,NCE,LYS,16,1
TU 0850 ,TUN,DJE,14,1
TU 0875 ,GVA,MIR,18,1
TU 0875 ,MIR,DJE,21,1
TU 9008 ,NBE,MIR,21,1
TU 9008 ,TUN,ORN,20,1
TU 9009 ,GAE,TUN,20,1
TU 9009 ,GVA,TUN,11,1
TU 9009 ,NBE,MIR,19,1
TU 9009 ,ORN,TUN,8,1
TU 0857 ,MXP,VCE,16,1
TU 0857 ,NCE,TUN,0,1
TU 0857 ,VCE,TUN,17,1
TU 0874 ,DJE,MIR,13,1
TU 0874 ,MIR,DJE,12,1
TU 0874 ,MIR,GVA,15,1
TU 0874 ,TUN,DJE,7,1
TU 0875 ,DJE,MIR,20,1
TU 0791 ,GVA,TUN,19,1
TU 0791 ,LHR,GVA,16,1
TU 0791 ,LHR,ORY,16,1
TU 0791 ,ORY,TUN,19,1
TU 9013 ,NBE,TUN,14,1
TU 9013 ,TUN,MIR,22,1
TU 9014 ,DJE,MIR,20,1
TU 9014 ,DJE,TUN,17,1
TU 0789 ,BRU,MRS,11,1
TU 0789 ,DUS,TUN,13,1
TU 0789 ,LIL,TUN,21,1
TU 0789 ,MIR,TUN,16,1
TU 0789 ,MRS,TUN,13,1
TU 0789 ,TUN,DJE,16,1
TU 0790 ,ORY,LHR,16,1
TU 0790 ,TUN,ORY,12,1
TU 9012 ,MIR,DJE,18,1
TU 9012 ,TUN,GAE,21,1
TU 9012 ,TUN,SFA,22,1
TU 0788 ,TUN,LIL,18,1
TU 0788 ,TUN,LUX,8,1
TU 0788 ,TUN,MIR,8,1
TU 0789 ,BRU,DUS,11,1
TU 0789 ,BRU,MIR,13,1
TU 9011 ,DJE,MIR,0,1
TU 9011 ,GAE,NBE,22,1
TU 9011 ,MIR,TUN,11,1
TU 9011 ,NBE,MIR,20,1
TU 9011 ,ORY,DJE,9,1
TU 9011 ,SFA,TUN,12,1
TU 9012 ,CMN,TUN,6,1
TU 9012 ,DJE,SFA,20,1
TU 0745 ,FRA,MUC,12,1
TU 0745 ,FRA,SXF,10,1
TU 0745 ,MUC,MIR,14,1
TU 0745 ,SXF,TUN,12,1
TU 0750 ,MIR,TUN,6,1
TU 0751 ,TUN,MIR,13,1
TU 0753 ,BLQ,TUN,12,1
TU 0753 ,FCO,BLQ,10,1
TU 0757 ,NAP,TUN,11,1
TU 0757 ,VCE,TUN,16,1
TU 0782 ,DJE,MIR,6,1
TU 0782 ,MIR,RTM,12,1
TU 0783 ,MIR,DJE,14,1
TU 0783 ,RTM,MIR,16,1
TU 0788 ,LUX,TUN,15,1
TU 0788 ,MIR,BRU,9,1
TU 0756 ,FCO,MXP,10,1
TU 0756 ,TUN,FCO,8,1
TU 0757 ,DJE,TUN,21,1
TU 0757 ,FCO,TUN,13,1
TU 0757 ,MXP,DJE,18,1
TU 0757 ,MXP,FCO,11,1
TU 0757 ,MXP,NAP,9,1
TU 0757 ,MXP,VCE,15,1
TU 9014 ,NBE,MIR,14,1
TU 9014 ,TUN,MIR,11,1
TU 9015 ,DJE,MIR,9,1
TU 9015 ,NBE,DJE,14,1
TU 9015 ,TUN,TOE,12,1
TU 9016 ,NBE,DJE,14,1
TU 9016 ,TUN,DJE,13,1
TU 9016 ,TUN,MIR,13,1
TU 0734 ,MIR,DJE,13,1
TU 0734 ,MIR,TUN,15,1
TU 0735 ,CDG,DJE,17,1
TU 0735 ,LYS,DJE,18,1
TU 0735 ,NTE,DJE,19,1
TU 0735 ,ORY,LYS,17,1
TU 0735 ,ORY,NTE,17,1
TU 0735 ,ORY,SXF,17,1
TU 9020 ,VNO,TUN,19,1
TU 9021 ,DJE,TUN,0,1
TU 9021 ,MIR,DJE,22,1
TU 9021 ,TLL,DJE,19,1
TU 0727 ,TUN,DJE,13,1
TU 0734 ,DJE,LYS,6,1
TU 0734 ,DJE,TUN,6,1
TU 0734 ,LYS,ORY,11,1
TU 9019 ,TBJ,TUN,9,1
TU 9019 ,TUN,MIR,20,1
TU 9020 ,CDG,ORY,6,1
TU 9020 ,DJE,MIR,20,1
TU 9020 ,MED,TUN,1,1
TU 9020 ,TOE,DJE,12,1
TU 9020 ,TOE,TUN,1,1
TU 9020 ,TUN,NBE,5,1
TU 9017 ,NBE,MIR,13,1
TU 9017 ,TUN,MIR,2,1
TU 9017 ,TUN,NBE,3,1
TU 9018 ,DJE,MIR,3,1
TU 9018 ,MIR,TUN,1,1
TU 9018 ,NBE,TUN,15,1
TU 9019 ,MIR,DJE,17,1
TU 9019 ,MIR,TUN,18,1
TU 0725 ,ORY,NBE,8,1
TU 0725 ,ORY,NCE,6,1
TU 0726 ,DJE,NBE,5,1
TU 0726 ,DJE,OST,13,1
TU 0726 ,MIR,DJE,6,1
TU 0726 ,MIR,NCE,6,1
TU 0726 ,MIR,TUN,6,1
TU 0726 ,NBE,BRU,6,1
TU 9024 ,MIR,TUN,6,1
TU 9025 ,ORY,TUN,21,1
TU 9027 ,CDG,DJE,23,1
TU 0724 ,LYS,ORY,20,1
TU 0724 ,TUN,LYS,18,1
TU 0724 ,TUN,MRS,18,1
TU 0725 ,CDG,TUN,8,1
TU 0725 ,NCE,TUN,9,1
TU 9022 ,TOE,TUN,15,1
TU 9022 ,TUN,DJE,6,1
TU 9023 ,DJE,TUN,10,1
TU 9023 ,MIR,DJE,4,1
TU 9023 ,MIR,TUN,6,1
TU 9023 ,ORY,FRA,18,1
TU 9024 ,BKO,TUN,15,1
TU 9024 ,DJE,SFA,23,1
TU 0735 ,SFA,DJE,22,1
TU 0735 ,TUN,DJE,20,1
TU 0735 ,TUN,SFA,20,1
TU 0735 ,TUN,TOE,21,1
TU 0735A,ORY,DJE,18,1
TU 9021 ,TUN,VNO,12,1
TU 9022 ,DJE,MIR,18,1
TU 9022 ,SFA,TUN,17,1
TU 9033 ,MIR,TUN,3,1
TU 9033 ,TUN,GAE,7,1
TU 9034 ,DJE,TUN,22,1
TU 9034 ,TUN,CDG,4,1
TU 9034 ,TUN,MIR,4,1
TU 9035 ,DJE,SFA,20,1
TU 9035 ,NBE,TUN,5,1
TU 9035 ,ORY,DJE,5,1
TU 9030 ,NBE,DJE,14,1
TU 9030 ,TUN,NBE,12,1
TU 9031 ,DUS,TUN,20,1
TU 9031 ,MIR,DJE,12,1
TU 9031 ,MRS,TUN,20,1
TU 9031 ,SFA,DJE,12,1
TU 9031 ,TUN,DJE,11,1
TU 9033 ,GAE,TUN,17,1
TU 9028 ,MIR,DJE,6,1
TU 9028 ,MIR,TUN,17,1
TU 9028 ,NBE,TUN,6,1
TU 9028 ,TOE,DJE,21,1
TU 9028 ,TUN,DUS,11,1
TU 9029 ,NBE,TUN,16,1
TU 9029 ,TUN,MIR,12,1
TU 9030 ,MIR,TUN,17,1
TU 0726 ,NCE,BRU,8,1
TU 0726 ,TUN,BRU,7,1
TU 0727 ,BRU,TUN,10,1
TU 0727 ,OST,DJE,19,1
TU 9027 ,DJE,MIR,20,1
TU 9027 ,TUN,DJE,13,1
TU 9027 ,TUN,TOE,19,1
TU 9028 ,DJE,MIR,4,1
TU 0721 ,DJE,TUN,20,1
TU 0708 ,DJE,ORN,9,1
TU 0708 ,TUN,DJE,7,1
TU 0711 ,NDR,CMN,10,1
TU 0711 ,TUN,NDR,7,1
TU 0713 ,BEY,JED,21,1
TU 0713 ,HBE,JED,20,1
TU 0713 ,TUN,BEY,17,1
TU 0719 ,DJE,TUN,18,1
TU 0719 ,ORY,DJE,14,1
TU 0720 ,DJE,ORY,14,1
TU 0720 ,MIR,ORY,13,1
TU 0720 ,TUN,CDG,11,1
TU 0720 ,TUN,DJE,12,1
TU 0720 ,TUN,MIR,12,1
TU 0721 ,CDG,TUN,14,1
TU 0716 ,TUN,CDG,7,1
TU 0717 ,CDG,TUN,10,1
TU 0717 ,GVA,TUN,13,1
TU 0717 ,LYS,TUN,10,1
TU 0717 ,ORY,GVA,10,1
TU 0717 ,ORY,LYS,10,1
TU 0718 ,TUN,CDG,11,1
TU 0719 ,CDG,TUN,14,1
TU 9035 ,ORY,TUN,11,1
TU 9036 ,DJE,TOE,13,1
TU 9036 ,DJE,TUN,21,1
TU 9036 ,MIR,TUN,21,1
TU 9036 ,TUN,DJE,13,1
TU 9037 ,TUN,MIR,13,1
TU 9038 ,DJE,MIR,3,1
TU 0714A,JED,TUN,0,1
TU 0668 ,DJE,RTM,5,1
TU 0668 ,MIR,DJE,18,1
TU 0669 ,DJE,TUN,22,1
TU 0669 ,RTM,DJE,9,1
TU 0682 ,DJE,TOE,14,1
TU 0682 ,TOE,NCE,15,1
TU 0683 ,DJE,TUN,12,1
TU 9043 ,TUN,DJE,13,1
TU 9042 ,MIR,TUN,17,1
TU 9042 ,NBE,TUN,12,1
TU 9042 ,TOE,TUN,18,1
TU 0683 ,NCE,TOE,15,1
TU 0683 ,TOE,DJE,18,1
TU 0694 ,DJE,NCE,6,1
TU 0694 ,NCE,MRS,9,1
TU 0701 ,GVA,LYS,11,1
TU 9038 ,TUN,GAE,2,1
TU 9039 ,MIR,DJE,11,1
TU 9039 ,VNO,TUN,22,1
TU 9040 ,NBE,DJE,2,1
TU 9040 ,TUN,MUC,18,1
TU 9041 ,MIR,SFA,3,1
TU 9041 ,MUC,TUN,6,1
TU 9041 ,TUN,DJE,12,1
TU 0713 ,TUN,HBE,17,1
TU 0713A,TUN,JED,18,1
TU 0714 ,DJE,TUN,6,1
TU 0714 ,JED,DJE,0,1
TU 0714 ,JED,MIR,5,1
TU 0714 ,JED,NBE,0,1
TU 9038 ,DJE,TUN,21,1
TU 9038 ,MIR,DJE,4,1
TU 0648 ,CGN,FRA,18,1
TU 0648 ,DJE,CGN,13,1
TU 0648 ,DJE,NCE,13,1
TU 0648 ,DJE,TUN,13,1
TU 0648 ,NCE,FRA,15,1
TU 0648 ,TUN,FRA,14,1
TU 0649 ,FRA,SXB,17,1
TU 0649 ,FRA,SXF,19,1
TU 9048 ,DJE,TUN,20,1
TU 9049 ,MRS,TUN,7,1
TU 9049 ,TUN,ALG,18,1
TU 0646 ,NBE,TUN,13,1
TU 0646 ,TUN,FRA,15,1
TU 0647 ,DJE,NBE,22,1
TU 0647 ,FRA,DJE,19,1
TU 0647 ,NBE,TUN,21,1
TU 9045 ,SXF,DJE,19,1
TU 9046 ,DJE,NBE,21,1
TU 9046 ,DJE,TUN,20,1
TU 9046 ,TUN,DJE,19,1
TU 9046 ,TUN,MIR,2,1
TU 9047 ,NBE,MIR,21,1
TU 9047 ,TUN,DJE,13,1
TU 9047 ,TUN,MIR,4,1
TU 9043 ,TUN,MIR,13,1
TU 9044 ,DJE,TUN,13,1
TU 9044 ,MIR,TUN,20,1
TU 9044 ,NBE,TUN,18,1
TU 9045 ,DJE,MIR,0,1
TU 9045 ,DUS,DJE,12,1
TU 9045 ,MUC,TUN,19,1
TU 9045 ,NBE,DJE,12,1
TU 0635 ,BOD,DJE,11,1
TU 0635 ,LYS,DJE,18,1
TU 0635 ,ORY,BOD,9,1
TU 0635 ,ORY,LYS,16,1
TU 0635 ,ORY,MRS,9,1
TU 0642 ,BEG,VIE,11,1
TU 0642 ,PRG,VIE,11,1
TU 0642 ,TUN,BEG,8,1
TU 9054 ,DJE,TUN,22,1
TU 9054 ,MIR,DJE,15,1
TU 9054 ,MIR,TUN,20,1
TU 0634 ,DJE,LYS,6,1
TU 0634 ,DJE,TUN,6,1
TU 0634 ,SFA,ORY,9,1
TU 0634 ,TOE,SFA,8,1
TU 0634 ,TOE,TUN,13,1
TU 9052 ,DJE,MIR,5,1
TU 9052 ,MIR,TUN,10,1
TU 9052 ,TUN,DJE,5,1
TU 9052 ,TUN,NBE,5,1
TU 9053 ,DJE,MIR,20,1
TU 9053 ,DJE,TUN,2,1
TU 9053 ,MIR,DJE,0,1
TU 9053 ,MIR,TOE,5,1
TU 0649 ,SXB,DJE,18,1
TU 0649 ,SXF,NBE,20,1
TU 9050 ,DJE,TUN,0,1
TU 9050 ,MIR,TUN,13,1
TU 9051 ,LYS,TUN,11,1
TU 9051 ,MIR,NBE,17,1
TU 9051 ,MIR,TOE,15,1
TU 9051 ,SFA,TUN,20,1
TU 0589 ,LYS,TUN,11,1
TU 0589 ,TUN,DJE,14,1
TU 0603 ,MIR,TUN,13,1
TU 0603 ,ZRH,MIR,9,1
TU 0606 ,DJE,MAD,15,1
TU 0606 ,TUN,DJE,14,1
TU 0607 ,MAD,NBE,10,1
TU 0607 ,NBE,TUN,14,1
TU 0613 ,DSS,OUA,22,1
TU 0613 ,NBE,TUN,8,1
TU 0613 ,NKC,DKR,21,1
TU 0613 ,OUA,BKO,2,1
TU 0613 ,TUN,DJE,14,1
TU 0613 ,TUN,NKC,16,1
TU 0614 ,BKO,TMR,1,1
TU 0614 ,TMR,TUN,10,1
TU 9061 ,TUN,SFA,4,1
TU 9062 ,DJE,TUN,2,1
TU 9062 ,MIR,DJE,4,1
TU 9062 ,TUN,DJE,15,1
TU 9063 ,DJE,TUN,21,1
TU 9064 ,DJE,MIR,12,1
TU 0613 ,BKO,NBE,0,1
TU 0613 ,DJE,DSS,18,1
TU 9054 ,NBE,MIR,14,1
TU 9054 ,TUN,MIR,3,1
TU 9056 ,MIR,TUN,6,1
TU 9057 ,DJE,MIR,13,1
TU 9057 ,TUN,MIR,13,1
TU 9059 ,DJE,NBE,0,1
TU 9059 ,MIR,TUN,15,1
TU 9061 ,DJE,TUN,20,1
TU 0555 ,ORY,DJE,10,1
TU 0555 ,SXB,ORY,8,1
TU 0564 ,GHA,TUN,6,1
TU 0564 ,NKC,GHA,0,1
TU 0564 ,NKC,NBE,0,1
TU 0588 ,TOE,DJE,14,1
TU 0588 ,TOE,MIR,6,1
TU 9070 ,DJE,TUN,22,1
TU 9066 ,TUN,NBE,14,1
TU 9066 ,TUN,TOE,3,1
TU 9067 ,DJE,TUN,16,1
TU 9067 ,TUN,SFA,4,1
TU 9068 ,DJE,MIR,23,1
TU 9068 ,MIR,DJE,21,1
TU 0554 ,DJE,LUX,6,1
TU 0555 ,DJE,TUN,22,1
TU 9065 ,TUN,DJE,11,1
TU 9065 ,TUN,SFA,6,1
TU 9066 ,DJE,MIR,22,1
TU 9066 ,MIR,DJE,5,1
TU 9066 ,NBE,DJE,20,1
TU 9066 ,SFA,DJE,20,1
TU 9066 ,SFA,TUN,17,1
TU 9066 ,TUN,MIR,4,1
TU 9064 ,DJE,TOE,8,1
TU 9064 ,MIR,DJE,4,1
TU 9064 ,NBE,TUN,9,1
TU 9064 ,TUN,MIR,11,1
TU 9065 ,DJE,TUN,19,1
TU 9065 ,TOE,DJE,15,1
TU 9065 ,TOE,MIR,15,1
TU 9065 ,TOE,TUN,17,1
TU 0540 ,MIR,CGN,5,1
TU 0540 ,NBE,DJE,6,1
TU 0541 ,CGN,MIR,9,1
TU 0541 ,DJE,NBE,15,1
TU 0541 ,DUS,DJE,11,1
TU 9082 ,MIR,DJE,5,1
TU 9082 ,NBE,DJE,6,1
TU 9082 ,TOE,MIR,18,1
TU 9080 ,SFA,TUN,20,1
TU 9081 ,DJE,SFA,8,1
TU 9081 ,DJE,TOE,18,1
TU 0538 ,DJE,TUN,6,1
TU 0538 ,TUN,DUS,8,1
TU 0539 ,DUS,TUN,11,1
TU 0539 ,TUN,DJE,15,1
TU 0540 ,DJE,DUS,7,1
TU 9074 ,DJE,MIR,18,1
TU 9074 ,TUN,NBE,4,1
TU 9075 ,ALG,TUN,17,1
TU 9075 ,MIR,SFA,3,1
TU 9075 ,TUN,DJE,5,1
TU 9077 ,DJE,MIR,21,1
TU 9077 ,MIR,TUN,17,1
TU 9078 ,TUN,MIR,5,1
TU 9070 ,TUN,ALG,13,1
TU 9071 ,MIR,TUN,21,1
TU 9072 ,DJE,TUN,1,1
TU 9073 ,MIR,DJE,20,1
TU 9073 ,MIR,SFA,3,1
TU 9073 ,TUN,DJE,13,1
TU 9073 ,TUN,MIR,12,1
TU 9073 ,VCE,TUN,8,1
TU 0526 ,DJE,TUN,6,1
TU 0466 ,HAM,SXF,18,1
TU 0466 ,SXF,HAM,20,1
TU 0466 ,TUN,DJE,6,1
TU 0466 ,TUN,SXF,15,1
TU 0467 ,SXF,TUN,18,1
TU 0481 ,MIR,DJE,12,1
TU 0481 ,NTE,MIR,9,1
TU 0499 ,MUC,DUS,15,1
TU 0500 ,NBE,DJE,13,1
TU 0508 ,DJE,GVA,12,1
TU 0508 ,MIR,DJE,11,1
TU 0509 ,DJE,MIR,18,1
TU 0509 ,GVA,DJE,15,1
TU 0515 ,BCN,LIS,15,1
TU 0515 ,LIS,TUN,19,1
TU 9088 ,DJE,TUN,23,1
TU 9088 ,MIR,TUN,21,1
TU 9088 ,TUN,DJE,12,1
TU 9088 ,TUN,MIR,22,1
TU 9089 ,MIR,TUN,17,1
TU 0496 ,DJE,TUN,14,1
TU 0496 ,TUN,HAM,16,1
TU 0499 ,DUS,DJE,17,1
TU 9082 ,TUN,TLS,21,1
TU 9083 ,DJE,MIR,13,1
TU 9083 ,TUN,TOE,4,1
TU 9084 ,MIR,TUN,21,1
TU 9085 ,MIR,NBE,12,1
TU 9085 ,TUN,DJE,13,1
TU 9087 ,MIR,TUN,20,1
TU 9087 ,TUN,DJE,21,1
TU 0440 ,NCE,ORY,14,1
TU 0440 ,TUN,ORY,15,1
TU 0441 ,ORY,TUN,18,1
TU 0441 ,TUN,MIR,21,1
TU 0462 ,GNB,LYS,9,1
TU 0462 ,MIR,GNB,6,1
TU 0462 ,MIR,MRS,5,1
TU 0462 ,MIR,NCE,7,1
TU 9097 ,DJE,TUN,11,1
TU 9097 ,MIR,TUN,21,1
TU 0437 ,CDG,TUN,9,1
TU 0437 ,TUN,TOE,12,1
TU 0440 ,MIR,CDG,13,1
TU 0440 ,MIR,LYS,15,1
